MRT	0x00000029
creditsButtonBackground	0x07a2cc3d
creditsButtonTooltip	0x07a55691
creditsUSOnlyTextGroup	0x07bfe364
creditsAppPackID	0x07bfe375
creditsMACOnlyTextgroup	0x07bfe376
dialogCalloutHighlightTargetUiId	0x075e3dbd
dialogCalloutAccept0UiId	0x0761fbbd
validAdditionalManifestGroupIDs	0x0769eeee
spaceHazardDamageIsPerSecond	0x07a143d4
spaceHazardDamageIsPercent	0x07a143d8
spaceHazardDamageMultiplierNPC	0x07a143db
spaceHazardDamageMultiplierCreature	0x07a14405
browserAllowSortByAppPack	0x2ac80dad
terrainVersion	0xd2f669ec
NumScenarioTutorialCompletedBuild	0x07abf095
NumScenarioTutorialCompletedTerrain	0x07abf09d
CaptainSporepediaTutorialCompleted	0x07d1fe81
CaptainEditorTutorialCompleted	0x07be27a2
ScenarioPlayModeTutorialComplete	0x07be69ad
ScenarioAdventureEditorLaunched	0x080d8470
ScenarioCaptainEditorLaunched	0x080d8460
ScenarioSpaceGameLaunched	0x080eaa93
ScenarioGAFirstLaunched	0x080d97fe
ScenarioGAButtonClicked	0x080d7de1
ScenarioGAEditorEffectsEnabled	0x0806dbba
HasShownExportToolEULA	0x087c4363
toolDeselectsOnPlanetExit	0x06df688d
modelCapabilityNoStretch	0x06F079DF
ufoAllyHitSphereRadius	0x06ba86fb
animations	0x7C6DC224
image-left-h3	0x90098D6C
CommandMouseMove	0x019edcf3
CommandMove	0xd02dcc68
CommandAnyVerb	0x01c38e3b
CommandRotateCamera	0x06493c83
CommandSelect	0x064d50e0
nouns	0xF7084224
BakeImposters	0xE8659522
initialpopulation	0x2857B21E
maxpopulation	0xB0EB1E38
NumQuadsPerFrame	0xDE90EEB5
NumRibbonsPerFrame	0x629375D2
creatureType	0x23A13B31
creatureTypeEditor	0x52D669E8
tribeMaxFood	0xB565559B
tribeTimeToNewTribe	0x1A09D79E
startingcellModels	0x578F6AED
tribeStartingTools	0x860ED457
upgradeHerdList	0x536F1C37
ArcheType	0x64AAF64E
NewGameArchetypeFilter	0xF2F72138
terrainscript	0x66603a49
scenarioOutfiterCategoryID	0xAD7CDB56
captainLevelPoints	0x0E1E1D90
isEpic	0xD2125BFE
isMiniboss	0x299ABCFF
initialfood	0x80FE0F1B
toolprefs	0x7862AEE7
editorPowerHandleTuningFile	0x3042E156
editorAllowAsymmetry	0x08506dea
collisionEffect	0xFD6B07F8
explodeEffect	0x28B1515B
interactable	0xEE4D5FE7
DamageMultiplier	0xBA1F314B
ScaleMultiplier	0x534BAFEC
HitpointOverride	0xB8C0A572
TerritoryRadius	0xCC8DCB37
RadiusMultiplier	0xCE3F2A3A
NumCreatures	0x012499E3
image	0x9E0B246C
materialType	0x93336C12
sloth	0xE7C9EDFB
shooter	0x9A2DDD0F
verdanthboss	0x420C1A8A
cryosboss	0x45C1CDFE
citadelboss	0xF768779C
mixmode_dead
mixmode_observer
mixmode_alldead
overdrive
epic
bot
spike
sent
basic
meditron
techsentA
lowblow
groupselect
morph_position
mode
height
isavatar
startstop
mouseup
pan
attenuation
speed
bank
damage
patnum
agitate
bounce
force
mass
velocity
ce_mode
ce_paint_xy
ce_power
ce_speed
ce_social
ce_defense
ce_parts_total
agitationlevel
powerlevel
powerupstartstop
x
y
z
ignorecontext
editor_mode_test
isAvatar
pitch
morphpositionA
rigblock_size
editormusicpitch
plantcount
creature_volume
RigBlockAdded
RigBlockRemoved
PaletteSet
BrainLevel
SizeChange
BlockCountChange
ColorPicked
StatBase
ModeSet
foottype_table
mixmode_assetbrowser
mixmode_cinematic
mixmode_editor
mixmode_global
mixmode_interappmode
mixmode_loadscreen
mixmode_login
mixmode_movieplayback
mixmode_mvj
mixmode_optionspanel
mixmode_userpause
mastervolume
musicvolume
voxvolume
sfxvolume
ambiencevolume
heartbeatIntensity
voiceActive
shadowboss
ActivationType
Acc_SpaceShopper
Acc_TribeShopper
Acc_CivShopper
AvatarOnly
Avatar
Avatarspecies
AvatarStartingNode
cameraDeadZone
cameraMinLerp
creatureMaxHealth
creatureSightAngle
creatureSightRadius
eggScaleMultiplier
creatureVerbtrayCollection
creatureScaleMultiplier
creatureMaxEvoPoints
creatureCallStartRadius
creatureHealingRadius
creatureFleeTime
creatureBaseAcceleration
creatureFleeDistance
creatureChaseDistance
creatureCallDuration
creatureMaxJumpHeight
creatureGlideSpeed
Beats0
Beats1
Beats2
Beats3
Beats4
Beats5
Beats6
Beats7
Beats8
Beats9
CheckTime
ArchetypeGroup
RespawnRate
NumGuardLocations
EggIndex
PaletteIDColony
PaletteIDCityEconomic
PaletteIDCityCultural
biteCapRange
strikeCapRange
chargeCapRange
spitCapRange
singCapRange
danceCapRange
glideCapRange
stealthCapRange
sprintCapRange
senseCapRange
healthCapRange
PaletteIDTribeHerbivore
DelayScanCinematic1
DelayScanCinematic2
NumToKillForExtinction
EvoPointReward
NumToImpressForCurious
NumToImpressForFriendly
NumToImpressForBestFriends
FoodChainLevel
Centerofmass
CollisionGroup
CollisionMinSpeed
Collision_Router
Cost
CreatureScenario
DefinitionID
EatTimes
EffectiveDist
EventMask
EventText
FadeTime
FishTimes
HuntTimes
FoodRate
ForageTimes
HasCollision
HasNest
InitialDelay
InitialPHI
InitialTheta
LifeTime
LinearDamping
MarkerType
ModelTypes
MotionType
NounTemplates
NumFeet
NumGraspers
NumFish
NumNests
OriginDistance
Origin
PlanetIcon
PoisonRange
Radius
RequiredTools
Requirements
RequiresAvatar
ShowStats
SleepTimes
SpaceScenario
TribeScenario
CivScenario
StormLevel
TotalAttack
TotalSocial
TrapRange
TuningType
Types
Usecount
AngularDamping
Altitude
BaseGear
begin
cameraMaxLerp
desiredTools
drinkTimes
EmpireColonyMax
FirstGroup
Friction
olieTurn
p1
p10
p11
p12
p13
p14
p15
p16
p2
p3
p4
p5
p6
p7
p8
p9
restitution
roadWidth
searchRadius
socialDecay
spacing
strip_style
subtype
ticks
triggerTime
WaterDistance
Space_Samples
Military_Samples
Economic_Samples
Grox_Samples
Religious_Samples
MinCreatureEpicScale
DefaultCreatureScale
MinCreatureBabyScale
MaxCreatureBabyScale
MaxCreatureEpicScale
MinCreatureAdultScale
MaxCreatureAdultScale
DefaultVehicleScale
MinVehicleScale
MaxVehicleScale
MinBuildingScale
MaxBuildingScale
DefaultBuildingScale
DefaultPatrolDistance
DefaultCreatureWanderRadius
DefaultVehicleWanderRadius
DefaultOfflineSporePoints
PointsBarAnimationTimeSecs
NebulaPlanetVelocity
MinPlanetsInScenarioNebula
MaxPlanetsInScenarioNebula
TestNameCaptain
AnimatingCreatureScale
FirstTimeScenarioCreate
UFOScaleInterval
MaxAnimatingCreatures
NebulaPlanetMinAngularSpeed
NebulaPlanetMaxAngularSpeed
NebulaPlanetCameraOffset
NebulaPlanetGravity
MaxPlanetScaleInScenarioNebula
MinPlanetScaleInScenarioNebula
ShowAmbientObjects
BuildingInstanceWeight
VehicleInstanceWeight
CreatureInstanceWeight
FixedObjectInstanceWeight
PlaceableSoundInstanceWeight
PlaceableEffectInstanceWeight
UniqueBuildingsWeight
UniqueVehiclesWeight
UniqueCreaturesWeight
UniqueFixedObjectsWeight
UniquePlaceableSoundsWeight
UniquePlaceableEffectsWeight
MaxComplexity
MinNumEyesShortAwareness
MinNumEyesLongAwareness
AwarenessRangeShort
AwarenessRangeLong
AwarenessRangeMedium
MinNumEyesMediumAwareness
physicsProp
physicsPropSkinned
useEffect_onNPC
powerupModelTriggered
powerupModelExit
usesObjectRadiusForExplosion
mineWarning
mineWarningRadius
MeteorEffects
MCA
MCB
MCC
MCD
AOA
AOB
AOC
AOD
BCA
BCB
BCC
BCD
BHA
BHB
BHC
BHD
FCA
FCB
FCC
FCD
JCA
JCB
JCC
JCD
JHA
JHB
JHC
JHD
POA
POB
POC
POD
ROA
ROB
ROC
ROD
SHA
SHB
SHC
SHD
ChooseCaptainName
RequiredFood
desiredFood
creatureAvatarHitpointsMultiplier	0x95F7EE0C
raidplans
mateplans
fishplans
buytoolsplans
giftplans
_assetsDisplaySpeed	0x1C7D9D9D
gatherplans
huntplans
_membersToolsProb	0x0602F317
_numberMembersToUse	0xBC88805A
_summonCreatureHerd	0x1B806155
idleplans
_foodForNewTribesAppear	0x4C87E711
chieftainRespawnTime
PreloadAnimListIDs
TintCreaturesByAnimLOD
LODMaxHigh
LODMaxMedium
LODMaxLow
LODCutoffHigh
LODCutoffMedium
AnimationFileCacheLimit
BakedAnimationCacheLimit
DeferredDeletionBudget
DrawBodies
DrawGround
DrawTarget
DrawMesh
DrawBodiesWhenLoading
AllowDisallowBlocksMode
DrawRootBodyWhiteInDebug
CullBlocksOnUnderwaterPass
DefaultFillerAnimationID
TimeScale
IsAnimLogOn
AnimLogIPAddress
AnimLogPort
AnimLogCacheSize
VerboseActivateAnimationSpew
GaitBlendTime
ProcBakeBlendTime
JigglabilityDeterminedByRigBlock
PolypodGaitStyle
AnimViewerFKeyAnimIDs
ScenarioStarEffectsEnabled	0x08069a6c
ScenarioGAEditorEffectsEnabled	0x0806dbba
ScenarioGAButtonClicked	0x080d7de1
ScenarioGAFirstLaunched	0x080d97fe
ScenarioSpaceGameLaunched	0x080eaa93
ScenarioCaptainEditorLaunched	0x080d8460
ScenarioAdventureEditorLaunched	0x080d8470 

modelTexturesLODHi
modelTexturesLOD0
modelTexturesLOD1
modelTexturesLOD2
modelTexturesLOD3

paletteItemUIClassId

MaxNotes
AmbienceIcons
BeatIcons
InstrumentIcons

DisplayFilterUI
AssetGridBorderSize
GridScrollButtonPixelsPerSecond
ScrollCatchupSpeed
MaxNumAssetsLoaded
AssetGridVerticalSpacer
AssetLoadInterval
ScrollSingleChunkAmount
MakeNewButtonSizeOffset
FeedListScrollButtonPixelsPerSecond
DisabledCardColor
CardMovementSoundProgressThreshold
CardMovementThreshold
FeedTextColorRolloverSelected
FeedTextColorRollover
FeedColorRolloverSelected
FeedColorRollover
FeedTextColorDefault
FeedTextColorSelected
FeedColorDefault
FeedColorSelected
FeedItemSelectedHeightOffset
NetworkSpinnyColor
FeedItemNameAndCountGapPixels
SearchPauseTimeMS
globalFindPercentageMultiplier
findPercentageLevelMultiplier
unlocksPerLevel
rampOffsetStartDistance
avatarCenterCloseUpDistFromCenter
eyeEffectEnabled
cameraIsMayaStyle
plantSummaryVersionForPollinator
creatureSummaryVersionForPollinator
creatureNPCMinBabyTime
globalCreatureSpeedGear0
globalCreatureSpeedGear1
globalCreatureSpeedGear2
globalCreatureSpeedGear3
globalCreatureSpeedGear4
globalCreatureSpeedGear5
globalCreatureSprintSpeedBoost
creatureBaseHealth_Level1
creatureBaseHealth_Level2
creatureBaseHealth_Level3
creatureBaseHealth_Level4
creatureBaseHealth_Level5
creatureHealthIncrement
creatureBasePerception
creatureBaseLoudness
creatureHerdSizeFallback
growthRate
creatureScaleForBrainLevel0
creatureScaleForBrainLevel1
creatureScaleForBrainLevel2
creatureScaleForBrainLevel3
creatureScaleForBrainLevel4
creatureScaleForBrainLevel5
alphaCreatureScale
eggScaleMaxMultiplier
postureCapRange
gestureCapRange
attacked_MaxSpeciesToAlert
attacked_SpeciesHelpRadius
socialDrainRate
socialTimeBeforeDrain
numSocialProposals
extinctionReward
relationshipFearedReward
relationshipBestFriendsReward
relationshipFriendlyReward
relationshipCuriousReward
numToKillForFearfulRelationship
numInGroupToStartWithSpecial
standardAttacksPerSpecial
fightGroupSize
schedules
groupSizeRange
initialAvatarRelationship
defaultPersonality
guardLocationAreaBuffer
guardPositionDurationRange
guardLocationRadiusRange
guardsPerLocation
percentBabiesRange
percentGuards
exclusiveAreaRadiusGroupLarge
exclusiveAreaRadiusGroupMedium
exclusiveAreaRadiusGroupSmall
socialPower
basePerceptionRadius
baseSightAngle
baseSightRadius
relatedArchetypes
optionalOriginDistances
slopeArea
partUnlockLevelReward
evoPointsRewardedSocial
evoPointsRewarded
dnaPointsEvolutionThresholds
creatureShortfall
useOrigin
initialDistance
VerbButtonGap
cameraRotateScaleKeyboard
cameraZoomScaleKeyboard
ScenarioStarEffectsEnabled	0x08069A6C
ENTER_KeyButtonIDs
ESC_KeyButtonIDs
objectType
scenarioObjectType
codec
MaxPitch
MinPitch
ColorInScale
MinNotes
MaxBeats
addgroups
pickup
removegroups
herbivore
carnivore
consequenceTrait
shapeType
vehicle
StateName
DetailName
LargeImage
SmallImage
SmallHoverName
LargeHoverName
isCarnivore
isHerbivore
TaskDefendCity
paletteItemClassId
CRG_CreatureShopper
CLG_CreatureShopper
CVG_CreatureShopper
SPG_CreatureShopperDemo
eventLogOffset
FeedColorLocked
symbols
groups
largecurve
smallcurve
mycurve
send
emitterType
name
allow
probcurve
lights
toonType
sound
lerpTime
boolcurve
sample
pandistance
foot_step
pansize
pantwist
panlfe
lowpass
hipass
mixpitch
ringmodfreq
ringmodwetmix
delaywetdrymix
channel1delay
channel1feedback
channel2delay
channel2feedback
chr1mix
chr1delay
chr1feedback
chr1lfofreq
chr1lfodepth
chr2mix
chr2delay
chr2feedback
chr2lfofreq
chr2lfodepth
vumetermaxdistance
vumeteramplitude
reverbtime
reverbsize
reverbbrightness
rmsleft
rmsright
peakleft
peakright
maxpeakleft
maxpeakright
enablemeter
Beat
Instrument
NotesPitch
NotesLength
Ambience
Volumes
Tonic
StealFoodPlans
CheatMemberPlans
typeName
model
cameraMode
definitionId
objectScale
gameObjectFlags
inGameWorld
locomotionType
hasLocomotion
modelGroup
clientOnly
hasNetworkComponent
hasCameraComponent
levelEditorModel
physics
physicsType
ability
placeableInLevelEditor
autoLogin
NullDevice
forceTutorialLevel
skipTutorialLevel
unlockAll
DemoStateTriggerFile
AFKThreshhold
AFKDisconnectThreshhold
EnableBugReportingSystem
EnableSurveySystem
NetworkBootstrapURL
PerformClientPatch
HTTPLogRequestSizeLimit
FriendNotificationIgnoreTimeSeconds
EnableReconnects
GMSName
TelemetryServerAddress
TelemetryServerTCPHost
TelemetryServerTCPPort
TelemetryServerUseTCP
TelemetryPathingDistance
UseLiveTelemetryServer
ForceTelemetryOn
TelemetryIgnoreCheat
TelemetryUseGOS
TelemetryUseMaxis
TelemetryHTTPLog
TelemetryHTTPTimeout
LuaDebuggerTCPPort
EnableNavPowerReplay
ClientLag_MinPing
ClientLag_PingVariance
ServerLag_MinPing
AllowDirectDBSubmit
ServerLag_PingVariance
OfflineCharacter1
OfflineCharacter2
OfflineCharacter3
ReplayDisable	0x0afa4880
ReplayDisableLocal	0x0afa4902
fragmentOutIsShaderOut	0x083ce106
renderBloom
graphicsOptionGlow
renderDetailWorld
renderFog
useHighModelLOD
useHighAnimLOD
FootstepRenderNPC
renderDetailLevelNPC
fullSkinningNPC
FootstepRenderPlayer
renderDetailLevelPlayer
fullSkinningPlayer
renderDetailWorldLE
shadowsFallback
shadowsHighPrecision
quickGameEntry
defaultLevel
developerCheatUI
exceptionReportPath
ChatAutoHideTimeSeconds
ChatFadeTimeSeconds
SkinpaintShaderFactorTexture
debugDepthScale
debugDepthOffset
renderWater
renderDecals
renderAuras
renderGrass
renderFlowingWater
showBMDLHier
showLightHier
showGameObjectHier
showBMDLRenderableBoxes
showBMDLRenderableSpheres
showDecalBoxes
showWaterBoxes
showGraphicsDebugInfo
showHiddenWires
UseGameCullInLevelEditor
getFootstepSoundIdFromNoun
FootstepDebug
FootstepRender
SysProf
FlashLoadSwf
FlashGfxRender
enableScaleformProfiler
FlashEdgeAA
FlashNullRender
FlashBatchDraws
FlashDrawMasks
FlashDrawWireframe
FlashDrawTris
FlashDrawQuads
FlashDrawLines
noTextAlerts
MinimapAlpha
MinimapEnable
GammaRamp
compileShadersForXboxOptimizations	0x0ad9a45b
DisplayDevMenuUI
DisplayBugReportingUI
ScreenMaxAspectRatio
DebugDrawOccluders
PauseOccluderUdpate
DebugDrawAnimation
GaitIsWalkingThreshold
MeanLooking
AlphaCreatureHitPointMultiplier
AbilityPerceptionMultiplier
OverrideSize
ActivationThreshold
SocialGroupSize
LevelEditorColor
AmountToEat
TimeToEat
replacementList
MeteorStrikeRange
NumMeteorStrikes
MeteorSpawnDelayRange
MeteorInitialDelay
MeteorImpactDamage
MeteorImpactRange
MeteorImpactStunTime
MeteorSpawnHeight
NightPredatorHerdDistance
NightPredatorPercentage
NumRequiredTribeMembers
CreatureAnimations
event_idle
creatureAttackTetherDistance
PlacementPercentage
DNAPointsMultipliers
MigrationDNALevels
raincurve
maxcurve
gaincurve
footprintScale
defaultIn
defaultCr
groundCoverRadius
groundCoverAlpha
FeedColorNewAssets
postinitList
powerupDoorColor
powerupModelOpen
Palette_EditorModelType
Palette_EditorConfig
Palette_CategoryID
MyCaptainLevels
rewardText
completedText
TRG_CreatureShopper
SPG_CreatureShopper
evoPointsSocialBonus
GalaxyNumVisibleStarterWorlds
creatureFleeWatchTime
NumDesiredTribeMembers
pitchcurve
wetlevelcurve
tutorial_GettingStartedScenario
editorNudgeHandleTuningFile
CollisionSoundPatch
noteVelocity
noteNumber
noteDuration
CivilianBuildingHealth
CityHallBuildingHealth
MilitaryBuildingHealth
WebkitEnableGammaCorrection
WebkitEnableEnableJavaScriptDebugOutput
WebkitEnableImageCacheCompression
WebkitJavascriptStackSizeKilobytes
WebkitDrawIntermediatePages
WebkitUserAgent
WebkitRamCacheSizeKilobytes
WebkitRamCachePageCount
WebkitDiskCacheSizeMegabytes
WebkitDiskCacheDirectory
WebkitCookieMaxIndividualSizeBytes
WebkitCookieMaxCount
WebkitCookieDiskSizeKilobytes
WebkitCookieDirectory
WebkitDirtyRectangleUpdates
WebkitThrottleMouseMove
GroundName
HeightField
GroundMask
GroundNormal
GroundPos
DefaultTextures
DefaultXforms
TileLocations
TileTextures
TileXforms
LevelName
LevelStart
paintEffectMaterial
paintEffectGroup
paintEffectName
lightName
lightType
lightVisible
lightPosition
lightEndPosition
lightDirection
lightDiffuseColor
lightSpecularColor
lightDiffuseLevel
lightSpecularLevel
lightGroundColor
lightMidColor
lightSkyColor
lightGroundColorLevel
lightMidColorLevel
lightSkyColorLevel
lightRadius
lightInnerRadius
lightTexture
lightCloudDirection
lightCloudRate
lights
lightHasSpec
lightCastsShadows
lightInvShadows
lightShadowBias
lightFillColor
lightFillDiffuseLevel
lightFillSpecularLevel
modelTranslucent
prebakedCreatureCount	0x099a6aa8
forceLoadLayerGroup	0x099a6aa9
func_user
LootDataVersion
CreatureDataVersion
pulseOffset
noiseScale
lineSpeed
lineSize
uvNoise
alphaNoise
pulseIntensity
pulseSpeed
classOverride
editorBackgroundLevel
creatureAbilityHideInGame	0xf23a9a42
verbIconButtonImages	0x04a5c051
verbIconImage	0x04ab8fc7
paletteHutStyleLevels	0x33a0864a
modelUpgradePrice	0xf38d12d2
modelCreatureEffectOffsetYZ	0x05bf66e0
modelCreatureEffectOffsetBoneIdx	0x05bf66e1
blockPack
kB2Range	0x010ebd87
kB3Range	0x010ebd8e
kB4Range	0x010ebd97
terrainWaterScoreAndHeightRange	0x052dc39e
terrainThemeBeach2	0x03b4f7cd
accumulatorGuid	0x05bef2dd
MilitaryLandSpeed	0x01944fe7
MilitaryAmphSpeed	0x01944fe8
MilitaryAirSpeed	0x01944fe9
CulturalLandSpeed	0x01944ff3
CulturalAmphSpeed	0x01944ff4
CulturalAirSpeed	0x01944ff5
DiplomaticLandSpeed	0x01944fff
DiplomaticAmphSpeed	0x01945000
DiplomaticAirSpeed	0x01945001
CityPopulationGoal	0x01abc7f2
RefundFraction	0x01abc7f4
SecondsNextCityLate	0x04cdad7e
EarlyLateCityThreshold	0x04cdad7f
tribePopulationGoal	0x01ba3d50
hutStyleListNames	0x92118fe4
hutStyleListLevel1	0x492d388b
hutStyleListLevel2	0x492d3888
hutStyleListLevel3	0x492d3889
weatherStormEmitDecay	0x037d1a65
weatherStormMapWriteVal	0x03963050
creatureAbilityHideInEditor	0xb23751b2
creatureAbilityHideInEditorType	0x3269b6a1
creatureAbilityInitVisible	0xf243c227
creatureAbilityAlwaysVisible	0x037be084
creatureAbilityCAPToAnimationMap	0x040a1775
creatureAbilityOnlyInSpace	0x03ebebb3
creatureAbilityAllowedInSpace	0x044d8d26
creatureAbilityStandStill	0x03ec0401
AmbOccContrastLow	0x025e6ef5
AmbOccContrastHigh	0x025e6ef9
AmbOccSplatterMul	0x026cabdc
AmbOccSplatterBias	0x026dc924
spaceTransitionRewardTools	0x0488bb99
toolButtonImageIDs	0x049c8899
spaceCombatMinGalaxyRadius	0x0578d297
spaceCombatMaxGalaxyRadius	0x0578d2a2
numDefensiveUFOs	0x057de1d6
numRaidUFOsMultiplier	0x057e01e8
sueForPeaceMinPayoutBase	0x0358756c
sueForPeaceMaxPayoutBase	0x03587651
sueForPeaceMinPayIncrease	0x03587659
sueForPeaceMaxPayIncrease	0x0358765e
sueForPeaceSuccessChanceBase	0x03587661
sueForPeaceDecayFactor	0x03587666
sueForPeaceDestructionPercentage	0x035d67a6
planetCameraAlternateEnable	0x05baf74b
planetCameraDistanceHorizon	0x05baf74c
planetCameraFarZoomDistance	0x05baf74d
planetTransitionAlternateDistance	0x05baf74e
missionManagerMaxNumCompletedMissions	0x14d805b3
spaceTradingChanceUser	0x057f3498
ufoBrakeOvershootFactor	0x0333864d
ufoAlternatePlumpDistance	0x05c2cb4c
ufoAlternateMaxAltitude	0x05c2cb4d
ufoAlternateVelocityFactorZoomedOut	0x05c2cb4e
distanceOfT3Companion	0x02cdd8d5
minTime	0x041f92d9
maxTime	0x041fb3ff
maxProbability	0x041f92e1
evolutionTickFrequency	0x042340bb
CivColors	0x02e84ae4
CloudsMaxMaintain	0x0254ed95
CloudsMaxAlpha	0x0254edba
missionRaidBuildingsForMinRaiders	0x048f934d
missionRaidBuildingsForMaxRaiders	0x048f6ee9
missionRaidMaxBombersPerPlanet	0x048f6eee
missionRaidMaxPiratesPerPlanet	0x048f6eef
verbTrayCollectionShoppingSmall	0x04dc41d1
MaxUndos
skydivercurve
curve1
terrainheight
layers
speedcurve
CreaturesToKill
ValidEditorConfig
PlanetEffect
UFOTrailEffect
NewScenarioLayout
GameRolloverLayout
GlobalUILayout
SidePanelLayout
ACC_ScenarioShopper
CreatureAssetType
VehicleAssetType
BuildingAssetType
minSpec
triggerSound
LevelTemplates
SporeDotComURL
SporeStoreURL
GGENewGameFlowUIv1-flip
GGENewGameFlowUIv1
GGENewGameFlowUIv1-EP1
goalValue
FeedColorFlashyAlert
NumInstruments
NumRhythms
NumAmbiences
KeyIncrement
ColorSuggested
lipSyncAmplitudes
primhashes
mincurve
randompitch
polyphonymode
mixmode_planetcombat
inverse_gain_curve
ColorOutOfScale
maxNoteNumber
minNoteNumber
isvirtual
threadpriority
polyphonymode
virtualcurve
voicecount
BoundsMultiplier
lapcurve
surfcurve
myzoomcurve
spookycurve
skydiverpitchcurve
alienmarker
mindistancecurve
maxdistancecurve
minspacecurve
maxspacecurve
densecurve
footcurvelentogain
sparsedaycurve
maxfootsteps
pausegain
BeatIncrement
KeyDecrement
MaxLoudness
StartLoudness
NoiseDuration
PaletteIDTribeSetup
CityTutorialKey
ColonyTutorialKey
TribeTutorialKey
TurretCost
TribeGameIdentityColorSkin	0x36bfc39
CivGameIdentityColorSkin	0x36bfc3a
RecordMovieWidth	0x473b872
RecordMovieHeight	0x473b873
EditorShadowQuality	0x5bb023a
ShowTutorials	0x5c01583
EditorConvolutionShadows	0x5c159c7
FlushGPU	0x5c9d1be
GIFPaletteMethod	0x5d2c031
GIFFilter	0x5d2c827
GIFAngle	0x5d2e2a7
renderTerrainWaterReflexion
renderDepthMRT
allowSporepediaViewableAssetsIntoOTDB	0x74a47468
ScaleHandleOffset
GainHandleOffset
startsounds
preloadsounds
pausegroups
sparsecurve
loopplaylist
prefade
numchannels
numNouns
forestNouns
speciesFiles
parentAudio	0x5F6317D5

foodTrayScale	0x9AD14166
creatureBrainLevelScales	0xB561B9EB
AllowCreaturePickup	0x39B674A2
AssociatedGameNounIDs	0xDB9BFC2C
tribeCreatureScaleMultiplier	0xF463852C
healthToolRegenRate	0xD21A82B1

struct_puffish
struct_ducky
struct_jawheadSmall
struct_grubby
struct_booster
struct_poker
struct_shysterAlpha
struct_jawhead
struct_megamouth
struct_pinkyAlpha
struct_stabber
struct_squiggly
struct_poisoner
struct_buzzy
struct_chomper
struct_minno1
struct_minno2
struct_minno3
struct_goldy
struct_shyster
struct_pinky
struct_squid
struct_eggdad
struct_spikey
struct_nosey
struct_stabberAlpha
struct_eggkid
struct_eggmom
struct_jetster
struct_duckySmall
struct_goldySpecial
struct_chomperSmall
struct_stabberSmall
struct_spikeySpecial
struct_buzzyAlpha
struct_chomperSpecial
struct_goldy1
struct_goldy2
struct_goldy3
struct_boosterMed
